timestamp_utc,open,close,min,max,volume
2023-11-14T22:13:20+00:00,0,1,-1,2,100
2023-11-14T22:14:20+00:00,1,2,0,3,101
2023-11-14T22:15:20+00:00,2,3,1,4,102
2023-11-14T22:16:20+00:00,3,4,2,5,103
2023-11-14T22:17:20+00:00,4,5,3,6,104
2023-11-14T22:18:20+00:00,5,6,4,7,105
2023-11-14T22:19:20+00:00,6,7,5,8,106
2023-11-14T22:20:20+00:00,7,8,6,9,107
2023-11-14T22:21:20+00:00,8,9,7,10,108
2023-11-14T22:22:20+00:00,9,10,8,11,109
2023-11-14T22:23:20+00:00,10,11,9,12,110
2023-11-14T22:24:20+00:00,11,12,10,13,111
2023-11-14T22:25:20+00:00,12,13,11,14,112
2023-11-14T22:26:20+00:00,13,14,12,15,113
2023-11-14T22:27:20+00:00,14,15,13,16,114
